,Error absoluto,Error relativo
0,7.575486916992922,1.1072635258915071
1,6.226323140400067,1.082453255057442
2,8.456473915306947,1.1214650191807594
3,5.174613182526286,0.9866983374147225
4,6.6031713585440475,1.0674845781963158
5,7.3852129498156005,0.9608054849567709
6,5.3822142973135385,1.0146311106928418
7,6.993717297534243,1.1427528104757354
8,4.659096530316623,1.0610605067026158
9,6.439633399344959,1.0174389749425823
10,5.852527779230382,0.9433311135366444
11,7.523199391683874,1.138356067825488
12,7.077659619154483,1.160822906376154
13,7.2635462903546815,0.933654396121457
14,5.145132015512491,1.078034703094924
15,5.506408745984078,1.0301923580218488
16,7.354687036005941,1.0200117479327664
17,6.346214434208881,0.9954090592287206
18,6.839615784104204,1.1396778526139855
19,7.41849012637078,0.9530320128277492
20,6.6835279783675325,0.9545892080529883
21,6.106229065226071,0.989685257548936
22,7.073114511704293,1.0201505551842494
23,6.073650467352028,0.999718251672506
24,5.884433435292235,0.8961239727152172
25,7.273016312169905,0.9130608850025465
26,8.200788388595207,1.1302135076661062
27,6.447033120949865,0.9461666204114487
28,5.283057887129308,0.9619985646138158
29,6.881017903820813,1.0263941768492133
30,6.61979127210139,1.0219418306320167
31,5.283057887129308,0.9619985646138158
32,5.211513242374229,0.8703970444669988
33,8.051540563852715,1.0098581114634073
34,8.528258428538173,1.0855081588868163
35,5.33237910417973,1.1437687206056482
36,5.430943252335597,0.9722862186779662
37,6.815414322032483,1.1222063760190668
38,6.1730366720901255,1.1511686415732496
39,9.126322177200235,1.1038098828906802
40,9.022174419763742,1.078522094684757
41,4.410420593468993,0.8870189736688894
42,8.528258428538173,1.0855081588868163
43,6.468189047638395,0.9928805027093008
44,6.705236146485601,1.069352513302226
45,5.499447573147252,0.9776951200841196
46,5.1613106841709495,0.8688204111006276
47,6.704606286655257,0.9486123216128
48,6.620026030018895,0.9042835366189289
49,6.073650467352028,0.999718251672506
50,7.3852129498156005,0.9608054849567709
51,6.107169171625516,1.1628915854928112
52,6.006535297714813,1.094607401587873
53,7.1119521579603076,1.0200223145469076
54,7.144926655584899,1.1552461039793234
55,7.327280182702193,0.9782510105591073
56,7.2912300251925055,1.0304112541887822
57,6.542440315000984,1.1034258373432484
58,7.45983973018028,1.0332467332903972
59,4.872072326362889,1.0270107934003383
60,6.348276356009001,1.0692242369043554
61,5.283057887129308,0.9619985646138158
62,6.909968020180395,1.0427590844012586
63,5.946789617944717,0.9936548136967226
64,5.282708503636825,0.9691099911602021
65,6.782948576873015,1.0764959491497768
66,4.032481016077171,1.012298825618389
67,4.824745918706747,1.1072100789557282
68,6.9106160135363295,0.9725796175293688
69,8.57704303032091,1.0823072720693436
70,4.907692114259629,1.1462936124379444
71,6.235470911810928,1.0213925797494114
72,5.576769372399147,1.0941134991998782
73,7.418033035273337,1.1368329589566915
74,7.583760860926417,0.9021282352733906
75,5.054960507163594,0.8909662700159996
76,6.592235156517556,0.9896096843659097
77,5.170084348293597,1.0320518225864026
78,7.41849012637078,0.9530320128277492
79,5.218544730955405,0.8602422462912905
80,6.741135393584575,1.1185575366655467
81,5.506408745984078,1.0301923580218488
82,6.668917373779095,1.0486466837883002
83,6.064807764895117,0.990267649416763
84,6.4943267076671,0.969064912443676
85,6.166724827414086,1.037411421485904
86,5.9408004404799915,1.09416025032699
87,5.458559849589542,1.1247304240608629
88,4.351889622901549,0.9920950721413944
89,5.485545875968311,1.1203018101047257
90,5.219811080373433,1.0346202400298297
91,6.073328427835333,1.0345084953073809
92,6.932284989664962,1.0238152800514069
93,6.9880490218740094,1.0408793081180654
94,5.170084348293597,1.0320518225864026
95,5.672442455014848,1.212033177426168
96,4.917009734105696,0.9934621809302137
97,6.834778636466115,1.1423042131670749
98,6.932284989664962,1.0238152800514069
99,6.9880490218740094,1.0408793081180654
Media,6.388254441043407,1.030320495543699
